,ENCODED_ID,ENCODED_FROM_NODE,ENCODED_TO_NODE,ENCODED_SPEED,ENCODED_DISTANCE
1034,rl_B14_36_B15_4,rn_B14_36,rn_B15_4,1,1964.2997406223442
1035,rl_B14_3_4,rn_B14_3,rn_B14_4,1,1250.0
1036,rl_B14_4_5,rn_B14_4,rn_B14_5,1,11250.0
1037,rl_B14_5_29,rn_B14_5,rn_B14_29,1,2234.3427882457813
1038,rl_B14_5_6,rn_B14_5,rn_B14_6,1,1250.0
1039,rl_B14_6_7,rn_B14_6,rn_B14_7,1,14166.666669999999
1040,rl_B14_7_8,rn_B14_7,rn_B14_8,1,1250.0
1041,rl_B14_8_9,rn_B14_8,rn_B14_9,1,11250.0
1042,rl_B14_9_10,rn_B14_9,rn_B14_10,1,1250.0
1043,rl_B14_9_33,rn_B14_9,rn_B14_33,1,1964.2996634830454
1044,rl_B15_10_11,rn_B15_10,rn_B15_11,1,9166.666659999995
1045,rl_B15_11_12,rn_B15_11,rn_B15_12,1,1250.0
1046,rl_B15_11_13,rn_B15_11,rn_B15_13,1,2234.3427053592754
1047,rl_B15_12_InterBay2_115,rn_B15_12,rn_InterBay2_115,1,1500.71647909054
1048,rl_B15_13_14,rn_B15_13,rn_B15_14,1,3086.614100000006
1049,rl_B15_14_16,rn_B15_14,rn_B15_16,1,2234.3427053592754
1050,rl_B15_15_16,rn_B15_15,rn_B15_16,1,1250.0
1051,rl_B15_16_17,rn_B15_16,rn_B15_17,1,9166.666659999995
1052,rl_B15_17_18,rn_B15_17,rn_B15_18,1,1250.0
1053,rl_B15_18_19,rn_B15_18,rn_B15_19,1,11250.0
1054,rl_B15_19_20,rn_B15_19,rn_B15_20,1,1250.0
1055,rl_B15_19_31,rn_B15_19,rn_B15_31,1,2234.3427053592754
1056,rl_B15_1_2,rn_B15_1,rn_B15_2,1,1250.0
1057,rl_B15_20_21,rn_B15_20,rn_B15_21,1,14166.666669999999
1058,rl_B15_21_22,rn_B15_21,rn_B15_22,1,1250.0
1059,rl_B15_22_23,rn_B15_22,rn_B15_23,1,11250.0
1060,rl_B15_23_24,rn_B15_23,rn_B15_24,1,1250.0
1061,rl_B15_23_35,rn_B15_23,rn_B15_35,1,1964.2997406223442
1062,rl_B15_24_25,rn_B15_24,rn_B15_25,1,9166.666667000001
1063,rl_B15_25_26,rn_B15_25,rn_B15_26,1,1250.0
1064,rl_B15_25_27,rn_B15_25,rn_B15_27,1,2234.3427053592754
1065,rl_B15_26_InterBay1_28,rn_B15_26,rn_InterBay1_28,1,1500.7164763140834
1066,rl_B15_27_28,rn_B15_27,rn_B15_28,1,3086.614100000006
1067,rl_B15_28_2,rn_B15_28,rn_B15_2,1,2234.3427053592754
1068,rl_B15_29_30,rn_B15_29,rn_B15_30,1,3086.614100000006
1069,rl_B15_2_3,rn_B15_2,rn_B15_3,1,9166.666667000001
1070,rl_B15_30_22,rn_B15_30,rn_B15_22,1,2234.3427053592754
1071,rl_B15_31_32,rn_B15_31,rn_B15_32,1,3086.614100000006
1072,rl_B15_32_8,rn_B15_32,rn_B15_8,1,2234.3427053592754
1073,rl_B15_33_34,rn_B15_33,rn_B15_34,1,5303.364300000016
1074,rl_B15_34_B14_18,rn_B15_34,rn_B14_18,1,1964.2997406223442
1075,rl_B15_35_36,rn_B15_35,rn_B15_36,1,5303.3642999999865
1076,rl_B15_36_B16_4,rn_B15_36,rn_B16_4,1,1964.2997406223442
1077,rl_B15_3_4,rn_B15_3,rn_B15_4,1,1250.0
1078,rl_B15_4_5,rn_B15_4,rn_B15_5,1,11250.0
1079,rl_B15_5_29,rn_B15_5,rn_B15_29,1,2234.3427053592754
1080,rl_B15_5_6,rn_B15_5,rn_B15_6,1,1250.0
1081,rl_B15_6_7,rn_B15_6,rn_B15_7,1,14166.666669999999
1082,rl_B15_7_8,rn_B15_7,rn_B15_8,1,1250.0
1083,rl_B15_8_9,rn_B15_8,rn_B15_9,1,11250.0
1084,rl_B15_9_10,rn_B15_9,rn_B15_10,1,1250.0
1085,rl_B15_9_33,rn_B15_9,rn_B15_33,1,1964.2997406223442
1086,rl_B16_10_11,rn_B16_10,rn_B16_11,1,9166.666659999995
1087,rl_B16_11_12,rn_B16_11,rn_B16_12,1,1250.0
1088,rl_B16_11_13,rn_B16_11,rn_B16_13,1,2234.3427053592995
1089,rl_B16_12_InterBay2_123,rn_B16_12,rn_InterBay2_123,1,1500.7164071039226
1090,rl_B16_13_14,rn_B16_13,rn_B16_14,1,3086.614199999982
1091,rl_B16_14_16,rn_B16_14,rn_B16_16,1,2234.3427053592995
1092,rl_B16_15_16,rn_B16_15,rn_B16_16,1,1250.0
1093,rl_B16_16_17,rn_B16_16,rn_B16_17,1,9166.666659999995
1094,rl_B16_17_18,rn_B16_17,rn_B16_18,1,1250.0
1095,rl_B16_18_19,rn_B16_18,rn_B16_19,1,11250.0
1096,rl_B16_19_20,rn_B16_19,rn_B16_20,1,1250.0
1097,rl_B16_19_31,rn_B16_19,rn_B16_31,1,2234.3427053592995
1098,rl_B16_1_2,rn_B16_1,rn_B16_2,1,1250.0
1099,rl_B16_20_21,rn_B16_20,rn_B16_21,1,14166.666669999999
1100,rl_B16_21_22,rn_B16_21,rn_B16_22,1,1250.0
1101,rl_B16_22_23,rn_B16_22,rn_B16_23,1,11250.0
1102,rl_B16_23_24,rn_B16_23,rn_B16_24,1,1250.0
1103,rl_B16_23_35,rn_B16_23,rn_B16_35,1,1964.2997406223442
1104,rl_B16_24_25,rn_B16_24,rn_B16_25,1,9166.666667000001
1105,rl_B16_25_26,rn_B16_25,rn_B16_26,1,1250.0
1106,rl_B16_25_27,rn_B16_25,rn_B16_27,1,2234.3427053592995
1107,rl_B16_26_InterBay1_19,rn_B16_26,rn_InterBay1_19,1,1500.716404327466
1108,rl_B16_27_28,rn_B16_27,rn_B16_28,1,3086.614199999982
1109,rl_B16_28_2,rn_B16_28,rn_B16_2,1,2234.3427053592995
1110,rl_B16_29_30,rn_B16_29,rn_B16_30,1,3086.614199999982
1111,rl_B16_2_3,rn_B16_2,rn_B16_3,1,9166.666667000001
1112,rl_B16_30_22,rn_B16_30,rn_B16_22,1,2234.3427053592995
1113,rl_B16_31_32,rn_B16_31,rn_B16_32,1,3086.614199999982
1114,rl_B16_32_8,rn_B16_32,rn_B16_8,1,2234.3427053592995
1115,rl_B16_33_34,rn_B16_33,rn_B16_34,1,5303.3642999999865
1116,rl_B16_34_B15_18,rn_B16_34,rn_B15_18,1,1964.2997406223442
1117,rl_B16_35_36,rn_B16_35,rn_B16_36,1,5303.3642999999865
1118,rl_B16_36_B17_4,rn_B16_36,rn_B17_4,1,1964.2997406223442
1119,rl_B16_3_4,rn_B16_3,rn_B16_4,1,1250.0
1120,rl_B16_4_5,rn_B16_4,rn_B16_5,1,11250.0
1121,rl_B16_5_29,rn_B16_5,rn_B16_29,1,2234.3427053592995
1122,rl_B16_5_6,rn_B16_5,rn_B16_6,1,1250.0
1123,rl_B16_6_7,rn_B16_6,rn_B16_7,1,14166.666669999999
1124,rl_B16_7_8,rn_B16_7,rn_B16_8,1,1250.0
1125,rl_B16_8_9,rn_B16_8,rn_B16_9,1,11250.0
1126,rl_B16_9_10,rn_B16_9,rn_B16_10,1,1250.0
1127,rl_B16_9_33,rn_B16_9,rn_B16_33,1,1964.2997406223442
1128,rl_B17_10_11,rn_B17_10,rn_B17_11,1,9166.666659999995
1129,rl_B17_11_12,rn_B17_11,rn_B17_12,1,1250.0
1130,rl_B17_11_13,rn_B17_11,rn_B17_13,1,2234.3427053592754
1131,rl_B17_12_InterBay2_131,rn_B17_12,rn_InterBay2_131,1,1500.71647909054
1132,rl_B17_13_14,rn_B17_13,rn_B17_14,1,3086.614100000006
1133,rl_B17_14_16,rn_B17_14,rn_B17_16,1,2234.3427053592995
1134,rl_B17_15_16,rn_B17_15,rn_B17_16,1,1250.0
1135,rl_B17_16_17,rn_B17_16,rn_B17_17,1,9166.666659999995
1136,rl_B17_17_18,rn_B17_17,rn_B17_18,1,1250.0
1137,rl_B17_18_19,rn_B17_18,rn_B17_19,1,11250.0
1138,rl_B17_19_20,rn_B17_19,rn_B17_20,1,1250.0
1139,rl_B17_19_31,rn_B17_19,rn_B17_31,1,2234.3427053592995
1140,rl_B17_1_2,rn_B17_1,rn_B17_2,1,1250.0
1141,rl_B17_20_21,rn_B17_20,rn_B17_21,1,14166.666669999999
1142,rl_B17_21_22,rn_B17_21,rn_B17_22,1,1250.0
1143,rl_B17_22_23,rn_B17_22,rn_B17_23,1,11250.0
1144,rl_B17_23_24,rn_B17_23,rn_B17_24,1,1250.0
1145,rl_B17_23_35,rn_B17_23,rn_B17_35,1,1964.2997406223442
1146,rl_B17_24_25,rn_B17_24,rn_B17_25,1,9166.666667000001
1147,rl_B17_25_26,rn_B17_25,rn_B17_26,1,1250.0
1148,rl_B17_25_27,rn_B17_25,rn_B17_27,1,2234.3427053592995
1149,rl_B17_26_InterBay1_10,rn_B17_26,rn_InterBay1_10,1,1500.7164763140834
1150,rl_B17_27_28,rn_B17_27,rn_B17_28,1,3086.614100000006
1151,rl_B17_28_2,rn_B17_28,rn_B17_2,1,2234.3427053592754
1152,rl_B17_29_30,rn_B17_29,rn_B17_30,1,3086.614100000006
1153,rl_B17_2_3,rn_B17_2,rn_B17_3,1,9166.666667000001
1154,rl_B17_30_22,rn_B17_30,rn_B17_22,1,2234.3427053592995
1155,rl_B17_31_32,rn_B17_31,rn_B17_32,1,3086.614100000006
1156,rl_B17_32_8,rn_B17_32,rn_B17_8,1,2234.3427053592754
1157,rl_B17_33_34,rn_B17_33,rn_B17_34,1,5303.3642999999865
1158,rl_B17_34_B16_18,rn_B17_34,rn_B16_18,1,1964.2997406223442
1159,rl_B17_35_36,rn_B17_35,rn_B17_36,1,5303.3642999999865
1160,rl_B17_36_B18_4,rn_B17_36,rn_B18_4,1,1964.2997406223442
1161,rl_B17_3_4,rn_B17_3,rn_B17_4,1,1250.0
1162,rl_B17_4_5,rn_B17_4,rn_B17_5,1,11250.0
1163,rl_B17_5_29,rn_B17_5,rn_B17_29,1,2234.3427053592754
1164,rl_B17_5_6,rn_B17_5,rn_B17_6,1,1250.0
1165,rl_B17_6_7,rn_B17_6,rn_B17_7,1,14166.666669999999
1166,rl_B17_7_8,rn_B17_7,rn_B17_8,1,1250.0
1167,rl_B17_8_9,rn_B17_8,rn_B17_9,1,11250.0
1168,rl_B17_9_10,rn_B17_9,rn_B17_10,1,1250.0
1169,rl_B17_9_33,rn_B17_9,rn_B17_33,1,1964.2997406223442
1170,rl_B18_10_11,rn_B18_10,rn_B18_11,1,9166.666659999995
1171,rl_B18_11_12,rn_B18_11,rn_B18_12,1,1250.0
1172,rl_B18_11_13,rn_B18_11,rn_B18_13,1,2234.3427053592754
1173,rl_B18_12_InterBay2_139,rn_B18_12,rn_InterBay2_139,1,1500.71647909054
1174,rl_B18_13_14,rn_B18_13,rn_B18_14,1,3086.6141000000353
1175,rl_B18_14_16,rn_B18_14,rn_B18_16,1,2234.3427053592513
1176,rl_B18_15_16,rn_B18_15,rn_B18_16,1,1250.0
1177,rl_B18_16_17,rn_B18_16,rn_B18_17,1,9166.666659999995
1178,rl_B18_17_18,rn_B18_17,rn_B18_18,1,1250.0
1179,rl_B18_18_19,rn_B18_18,rn_B18_19,1,11250.0
1180,rl_B18_19_20,rn_B18_19,rn_B18_20,1,1250.0
1181,rl_B18_19_31,rn_B18_19,rn_B18_31,1,2234.3427053592513
1182,rl_B18_1_2,rn_B18_1,rn_B18_2,1,1250.0
1183,rl_B18_20_21,rn_B18_20,rn_B18_21,1,14166.666669999999
1184,rl_B18_21_22,rn_B18_21,rn_B18_22,1,1250.0
1185,rl_B18_22_23,rn_B18_22,rn_B18_23,1,11250.0
1186,rl_B18_23_24,rn_B18_23,rn_B18_24,1,1250.0
1187,rl_B18_23_35,rn_B18_23,rn_B18_35,1,1964.2997406223667
1188,rl_B18_24_25,rn_B18_24,rn_B18_25,1,9166.666667000001
1189,rl_B18_25_26,rn_B18_25,rn_B18_26,1,1250.0
1190,rl_B18_25_27,rn_B18_25,rn_B18_27,1,2234.3427053592513
1191,rl_B18_26_InterBay1_400,rn_B18_26,rn_InterBay1_400,1,1500.7164763140834
1192,rl_B18_27_28,rn_B18_27,rn_B18_28,1,3086.6141000000353
1193,rl_B18_28_2,rn_B18_28,rn_B18_2,1,2234.3427053592754
1194,rl_B18_29_30,rn_B18_29,rn_B18_30,1,3086.6141000000353
1195,rl_B18_2_3,rn_B18_2,rn_B18_3,1,9166.666667000001
1196,rl_B18_30_22,rn_B18_30,rn_B18_22,1,2234.3427053592513
1197,rl_B18_31_32,rn_B18_31,rn_B18_32,1,3086.6141000000353
1198,rl_B18_32_8,rn_B18_32,rn_B18_8,1,2234.3427053592754
1199,rl_B18_33_34,rn_B18_33,rn_B18_34,1,5303.3642999999865
1200,rl_B18_34_B17_18,rn_B18_34,rn_B17_18,1,1964.2997406223442
1201,rl_B18_35_36,rn_B18_35,rn_B18_36,1,5303.364299999957
1202,rl_B18_36_B19_4,rn_B18_36,rn_B19_4,1,1964.2997406223667
1203,rl_B18_3_4,rn_B18_3,rn_B18_4,1,1250.0
1204,rl_B18_4_5,rn_B18_4,rn_B18_5,1,11250.0
1205,rl_B18_5_29,rn_B18_5,rn_B18_29,1,2234.3427053592754
1206,rl_B18_5_6,rn_B18_5,rn_B18_6,1,1250.0
1207,rl_B18_6_7,rn_B18_6,rn_B18_7,1,14166.666669999999
1208,rl_B18_7_8,rn_B18_7,rn_B18_8,1,1250.0
1209,rl_B18_8_9,rn_B18_8,rn_B18_9,1,11250.0
1210,rl_B18_9_10,rn_B18_9,rn_B18_10,1,1250.0
1211,rl_B18_9_33,rn_B18_9,rn_B18_33,1,1964.2997406223442
1212,rl_B19_10_11,rn_B19_10,rn_B19_11,1,9166.666659999995
1213,rl_B19_11_12,rn_B19_11,rn_B19_12,1,1250.0
1214,rl_B19_11_13,rn_B19_11,rn_B19_13,1,2234.3427053592995
1215,rl_B19_12_InterBay2_147,rn_B19_12,rn_InterBay2_147,1,1500.7164071039226
1216,rl_B19_13_14,rn_B19_13,rn_B19_14,1,3086.6142999999574
1217,rl_B19_14_16,rn_B19_14,rn_B19_16,1,2234.3427053592995
1218,rl_B19_15_16,rn_B19_15,rn_B19_16,1,1250.0
1219,rl_B19_16_17,rn_B19_16,rn_B19_17,1,9166.666659999995
1220,rl_B19_17_18,rn_B19_17,rn_B19_18,1,1250.0
1221,rl_B19_18_19,rn_B19_18,rn_B19_19,1,11250.0
1222,rl_B19_19_20,rn_B19_19,rn_B19_20,1,1250.0
1223,rl_B19_19_31,rn_B19_19,rn_B19_31,1,2234.3427053592995
1224,rl_B19_1_2,rn_B19_1,rn_B19_2,1,1250.0
1225,rl_B19_20_21,rn_B19_20,rn_B19_21,1,14166.666669999999
1226,rl_B19_21_22,rn_B19_21,rn_B19_22,1,1250.0
1227,rl_B19_22_23,rn_B19_22,rn_B19_23,1,11250.0
1228,rl_B19_23_24,rn_B19_23,rn_B19_24,1,1250.0
1229,rl_B19_23_35,rn_B19_23,rn_B19_35,1,1964.2996634830677
1230,rl_B19_24_25,rn_B19_24,rn_B19_25,1,9166.666667000001
1231,rl_B19_25_26,rn_B19_25,rn_B19_26,1,1250.0
1232,rl_B19_25_27,rn_B19_25,rn_B19_27,1,2234.3427053592995
1233,rl_B19_26_InterBay1_392,rn_B19_26,rn_InterBay1_392,1,1500.716404327466
1234,rl_B19_27_28,rn_B19_27,rn_B19_28,1,3086.6142999999574
1235,rl_B19_28_2,rn_B19_28,rn_B19_2,1,2234.3427053592995
1236,rl_B19_29_30,rn_B19_29,rn_B19_30,1,3086.6142999999574
1237,rl_B19_2_3,rn_B19_2,rn_B19_3,1,9166.666667000001
1238,rl_B19_30_22,rn_B19_30,rn_B19_22,1,2234.3427053592995
1239,rl_B19_31_32,rn_B19_31,rn_B19_32,1,3086.6142999999574
1240,rl_B19_32_8,rn_B19_32,rn_B19_8,1,2234.3427053592995
1241,rl_B19_33_34,rn_B19_33,rn_B19_34,1,5303.364299999957
1242,rl_B19_34_B18_18,rn_B19_34,rn_B18_18,1,1964.2997406223667
1243,rl_B19_35_36,rn_B19_35,rn_B19_36,1,5303.364399999962
1244,rl_B19_36_B20_4,rn_B19_36,rn_B20_4,1,1964.2996634830677
1245,rl_B19_3_4,rn_B19_3,rn_B19_4,1,1250.0
1246,rl_B19_4_5,rn_B19_4,rn_B19_5,1,11250.0
1247,rl_B19_5_29,rn_B19_5,rn_B19_29,1,2234.3427053592995
1248,rl_B19_5_6,rn_B19_5,rn_B19_6,1,1250.0
1249,rl_B19_6_7,rn_B19_6,rn_B19_7,1,14166.666669999999
1250,rl_B19_7_8,rn_B19_7,rn_B19_8,1,1250.0
1251,rl_B19_8_9,rn_B19_8,rn_B19_9,1,11250.0
1252,rl_B19_9_10,rn_B19_9,rn_B19_10,1,1250.0
1253,rl_B19_9_33,rn_B19_9,rn_B19_33,1,1964.2997406223667
1254,rl_B1_10_11,rn_B1_10,rn_B1_11,1,9166.666659999995
1255,rl_B1_11_12,rn_B1_11,rn_B1_12,1,1250.0
1256,rl_B1_11_13,rn_B1_11,rn_B1_13,1,2234.3427086747456
1257,rl_B1_12_InterBay2_3,rn_B1_12,rn_InterBay2_3,1,1500.7164502958922
1258,rl_B1_13_14,rn_B1_13,rn_B1_14,1,3086.6141739999994
1259,rl_B1_14_16,rn_B1_14,rn_B1_16,1,2234.342708674745
1260,rl_B1_15_16,rn_B1_15,rn_B1_16,1,1250.0
1261,rl_B1_16_17,rn_B1_16,rn_B1_17,1,9166.666659999995
1262,rl_B1_17_18,rn_B1_17,rn_B1_18,1,1250.0
1263,rl_B1_18_19,rn_B1_18,rn_B1_19,1,11250.0
1264,rl_B1_19_20,rn_B1_19,rn_B1_20,1,1250.0
1265,rl_B1_19_31,rn_B1_19,rn_B1_31,1,2234.342708674745
1266,rl_B1_1_2,rn_B1_1,rn_B1_2,1,1250.0
1267,rl_B1_20_21,rn_B1_20,rn_B1_21,1,14166.666669999999
1268,rl_B1_21_22,rn_B1_21,rn_B1_22,1,1250.0
1269,rl_B1_22_23,rn_B1_22,rn_B1_23,1,11250.0
1270,rl_B1_23_24,rn_B1_23,rn_B1_24,1,1250.0
1271,rl_B1_23_33,rn_B1_23,rn_B1_33,1,1964.2997059096592
1272,rl_B1_24_25,rn_B1_24,rn_B1_25,1,9166.666667000001
1273,rl_B1_25_26,rn_B1_25,rn_B1_26,1,1250.0
1274,rl_B1_25_27,rn_B1_25,rn_B1_27,1,2234.342708674745
1275,rl_B1_26_InterBay1_152,rn_B1_26,rn_InterBay1_152,1,1500.7164439201063
1276,rl_B1_27_28,rn_B1_27,rn_B1_28,1,3086.6141739999994
1277,rl_B1_28_2,rn_B1_28,rn_B1_2,1,2234.3427086747456
1278,rl_B1_29_30,rn_B1_29,rn_B1_30,1,3086.6141739999994
1279,rl_B1_2_3,rn_B1_2,rn_B1_3,1,9166.666667000001
1280,rl_B1_30_22,rn_B1_30,rn_B1_22,1,2234.342708674745
1281,rl_B1_31_32,rn_B1_31,rn_B1_32,1,3086.6141739999994
1282,rl_B1_32_8,rn_B1_32,rn_B1_8,1,2234.3427086747456
1283,rl_B1_33_34,rn_B1_33,rn_B1_34,1,5303.36436
1284,rl_B1_34_B2_4,rn_B1_34,rn_B2_4,1,1964.299709766624
1285,rl_B1_3_4,rn_B1_3,rn_B1_4,1,1250.0
1286,rl_B1_4_5,rn_B1_4,rn_B1_5,1,11250.0
1287,rl_B1_5_29,rn_B1_5,rn_B1_29,1,2234.3427086747456
1288,rl_B1_5_6,rn_B1_5,rn_B1_6,1,1250.0
1289,rl_B1_6_7,rn_B1_6,rn_B1_7,1,14166.666669999999
1290,rl_B1_7_8,rn_B1_7,rn_B1_8,1,1250.0
1291,rl_B1_8_9,rn_B1_8,rn_B1_9,1,11250.0
1292,rl_B1_9_10,rn_B1_9,rn_B1_10,1,1250.0
1293,rl_B20_10_11,rn_B20_10,rn_B20_11,1,9166.666659999995
1294,rl_B20_11_12,rn_B20_11,rn_B20_12,1,1250.0
1295,rl_B20_11_13,rn_B20_11,rn_B20_13,1,2234.3427053592513
1296,rl_B20_12_InterBay2_155,rn_B20_12,rn_InterBay2_155,1,1500.71647909054
1297,rl_B20_13_14,rn_B20_13,rn_B20_14,1,3086.614200000011
1298,rl_B20_14_16,rn_B20_14,rn_B20_16,1,2234.3427053592995
1299,rl_B20_15_16,rn_B20_15,rn_B20_16,1,1250.0
1300,rl_B20_16_17,rn_B20_16,rn_B20_17,1,9166.666659999995
1301,rl_B20_17_18,rn_B20_17,rn_B20_18,1,1250.0
1302,rl_B20_18_19,rn_B20_18,rn_B20_19,1,11250.0
1303,rl_B20_19_20,rn_B20_19,rn_B20_20,1,1250.0
1304,rl_B20_19_31,rn_B20_19,rn_B20_31,1,2234.3427053592995
1305,rl_B20_1_2,rn_B20_1,rn_B20_2,1,1250.0
1306,rl_B20_20_21,rn_B20_20,rn_B20_21,1,14166.666669999999
1307,rl_B20_21_22,rn_B20_21,rn_B20_22,1,1250.0
1308,rl_B20_22_23,rn_B20_22,rn_B20_23,1,11250.0
1309,rl_B20_23_24,rn_B20_23,rn_B20_24,1,1250.0
1310,rl_B20_24_25,rn_B20_24,rn_B20_25,1,9166.666667000001
1311,rl_B20_25_26,rn_B20_25,rn_B20_26,1,1250.0
1312,rl_B20_25_27,rn_B20_25,rn_B20_27,1,2234.3427053592995
1313,rl_B20_26_InterBay1_383,rn_B20_26,rn_InterBay1_383,1,1500.7164763140834
1314,rl_B20_27_28,rn_B20_27,rn_B20_28,1,3086.614200000011
1315,rl_B20_28_2,rn_B20_28,rn_B20_2,1,2234.3427053592513
1316,rl_B20_29_30,rn_B20_29,rn_B20_30,1,3086.614200000011
1317,rl_B20_2_3,rn_B20_2,rn_B20_3,1,9166.666667000001
1318,rl_B20_30_22,rn_B20_30,rn_B20_22,1,2234.3427053592995
1319,rl_B20_31_32,rn_B20_31,rn_B20_32,1,3086.614200000011
1320,rl_B20_32_8,rn_B20_32,rn_B20_8,1,2234.3427053592513
1321,rl_B20_33_34,rn_B20_33,rn_B20_34,1,5303.364399999962
1322,rl_B20_34_B19_18,rn_B20_34,rn_B19_18,1,1964.2996634830677
1323,rl_B20_3_4,rn_B20_3,rn_B20_4,1,1250.0
1324,rl_B20_4_5,rn_B20_4,rn_B20_5,1,11250.0
1325,rl_B20_5_29,rn_B20_5,rn_B20_29,1,2234.3427053592513
1326,rl_B20_5_6,rn_B20_5,rn_B20_6,1,1250.0
1327,rl_B20_6_7,rn_B20_6,rn_B20_7,1,14166.666669999999
1328,rl_B20_7_8,rn_B20_7,rn_B20_8,1,1250.0
1329,rl_B20_8_9,rn_B20_8,rn_B20_9,1,11250.0
1330,rl_B20_9_10,rn_B20_9,rn_B20_10,1,1250.0
1331,rl_B20_9_33,rn_B20_9,rn_B20_33,1,1964.2996634830677
1332,rl_B2_10_11,rn_B2_10,rn_B2_11,1,9166.666659999995
1333,rl_B2_11_12,rn_B2_11,rn_B2_12,1,1250.0
1334,rl_B2_11_13,rn_B2_11,rn_B2_13,1,2234.3427053592845
1335,rl_B2_12_InterBay2_11,rn_B2_12,rn_InterBay2_11,1,1500.7164574945532
1336,rl_B2_13_14,rn_B2_13,rn_B2_14,1,3086.6141700000007
1337,rl_B2_14_16,rn_B2_14,rn_B2_16,1,2234.3427053592845
1338,rl_B2_15_16,rn_B2_15,rn_B2_16,1,1250.0
1339,rl_B2_16_17,rn_B2_16,rn_B2_17,1,9166.666659999995
1340,rl_B2_17_18,rn_B2_17,rn_B2_18,1,1250.0
1341,rl_B2_18_19,rn_B2_18,rn_B2_19,1,11250.0
1342,rl_B2_19_20,rn_B2_19,rn_B2_20,1,1250.0
1343,rl_B2_19_31,rn_B2_19,rn_B2_31,1,2234.3427053592845
1344,rl_B2_1_2,rn_B2_1,rn_B2_2,1,1250.0
1345,rl_B2_20_21,rn_B2_20,rn_B2_21,1,14166.666669999999
1346,rl_B2_21_22,rn_B2_21,rn_B2_22,1,1250.0
1347,rl_B2_22_23,rn_B2_22,rn_B2_23,1,11250.0
1348,rl_B2_23_24,rn_B2_23,rn_B2_24,1,1250.0
1349,rl_B2_23_35,rn_B2_23,rn_B2_35,1,1964.299709766624
1350,rl_B2_24_25,rn_B2_24,rn_B2_25,1,9166.666667000001
1351,rl_B2_25_26,rn_B2_25,rn_B2_26,1,1250.0
1352,rl_B2_25_27,rn_B2_25,rn_B2_27,1,2234.3427053592845
1353,rl_B2_26_InterBay1_143,rn_B2_26,rn_InterBay1_143,1,1500.7164547180996
1354,rl_B2_27_28,rn_B2_27,rn_B2_28,1,3086.6141700000007
1355,rl_B2_28_2,rn_B2_28,rn_B2_2,1,2234.3427053592845
1356,rl_B2_29_30,rn_B2_29,rn_B2_30,1,3086.6141700000007
1357,rl_B2_2_3,rn_B2_2,rn_B2_3,1,9166.666667000001
1358,rl_B2_30_22,rn_B2_30,rn_B2_22,1,2234.3427053592845
1359,rl_B2_31_32,rn_B2_31,rn_B2_32,1,3086.6141700000007
1360,rl_B2_32_8,rn_B2_32,rn_B2_8,1,2234.3427053592845
1361,rl_B2_33_34,rn_B2_33,rn_B2_34,1,5303.36436
1362,rl_B2_34_B1_18,rn_B2_34,rn_B1_18,1,1964.2997059096592
1363,rl_B2_35_36,rn_B2_35,rn_B2_36,1,5303.36435
1364,rl_B2_36_B3_4,rn_B2_36,rn_B3_4,1,1964.299709766624
1365,rl_B2_3_4,rn_B2_3,rn_B2_4,1,1250.0
1366,rl_B2_4_5,rn_B2_4,rn_B2_5,1,11250.0
1367,rl_B2_5_29,rn_B2_5,rn_B2_29,1,2234.3427053592845
1368,rl_B2_5_6,rn_B2_5,rn_B2_6,1,1250.0
1369,rl_B2_6_7,rn_B2_6,rn_B2_7,1,14166.666669999999
1370,rl_B2_7_8,rn_B2_7,rn_B2_8,1,1250.0
1371,rl_B2_8_9,rn_B2_8,rn_B2_9,1,11250.0
1372,rl_B2_9_10,rn_B2_9,rn_B2_10,1,1250.0
1373,rl_B2_9_33,rn_B2_9,rn_B2_33,1,1964.299709766624
1374,rl_B3_10_11,rn_B3_10,rn_B3_11,1,9166.666659999995
1375,rl_B3_11_12,rn_B3_11,rn_B3_12,1,1250.0
1376,rl_B3_11_13,rn_B3_11,rn_B3_13,1,2234.3427053592877
1377,rl_B3_12_InterBay2_19,rn_B3_12,rn_InterBay2_19,1,1500.716450295892
1378,rl_B3_13_14,rn_B3_13,rn_B3_14,1,3086.6141700000007
1379,rl_B3_14_16,rn_B3_14,rn_B3_16,1,2234.3427136479345
1380,rl_B3_15_16,rn_B3_15,rn_B3_16,1,1250.0
1381,rl_B3_16_17,rn_B3_16,rn_B3_17,1,9166.666659999995
1382,rl_B3_17_18,rn_B3_17,rn_B3_18,1,1250.0
1383,rl_B3_18_19,rn_B3_18,rn_B3_19,1,11250.0
1384,rl_B3_19_20,rn_B3_19,rn_B3_20,1,1250.0
1385,rl_B3_19_31,rn_B3_19,rn_B3_31,1,2234.3427136479345
1386,rl_B3_1_2,rn_B3_1,rn_B3_2,1,1250.0
1387,rl_B3_20_21,rn_B3_20,rn_B3_21,1,14166.666669999999
1388,rl_B3_21_22,rn_B3_21,rn_B3_22,1,1250.0
1389,rl_B3_22_23,rn_B3_22,rn_B3_23,1,11250.0
1390,rl_B3_23_24,rn_B3_23,rn_B3_24,1,1250.0
1391,rl_B3_23_35,rn_B3_23,rn_B3_35,1,1964.2997020526946
1392,rl_B3_24_25,rn_B3_24,rn_B3_25,1,9166.666667000001
1393,rl_B3_25_26,rn_B3_25,rn_B3_26,1,1250.0
